facility no.,school name,total paid,count of adv pay students,count of reg students,total count of students
31008149,SACRED HEART SCHOOL OF THEOLOGY,15,0,1,1
31003107,SACRED HEART UNIVERSITY,2115,0,141,141
15021019,SAD 70 HODGDON HIGH SCHOOL,15,0,1,1
149A0405,SADDLEBACK COLLEGE,7905,0,527,527
21800074,SAE EDUCATION LIMITED,15,0,1,1
25478810,SAE INSTITUTE OF TECHNOLOGY,330,0,22,22
24901113,SAE INSTITUTE OF TECHNOLOGY,255,0,17,17
24958411,SAE INSTITUTE OF TECHNOLOGY-ATLANTA,1635,0,109,109
25152705,SAE INSTITUTE OF TECHNOLOGY-LOS ANGELES,150,0,10,10
24907542,SAE INSTITUTE OF TECHNOLOGY-NASHVILLE,630,0,42,42
25367232,SAE INSTITUTE OF TECHNOLOGY-NEW YORK,840,0,56,56
25176905,SAE INSTITUTE OF TECHNOLOGY-SAN FRANCISCO,120,0,8,8
21117205,SAE INSTITUTE OF TECHNOLOGY-SAN JOSE,105,0,7,7
24800280,SAE INSTITUTE-BERLIN,75,0,5,5
24800080,SAE INSTITUTE-FRANKFURT MAIN,15,0,1,1
25510814,SAFE DRIVERS INSTITUTE OF AMERICA LLC,90,0,6,6
25473647,SAFETY IN MOTION FLIGHT CENTER,255,0,17,17
25508414,SAGE TECHNICAL SERVICE CDL TRAINING-MUNCIE,45,0,3,3
25081840,SAGE TECHNICAL SERVICES,300,0,20,20
25369032,SAGE TECHNICAL SERVICES,60,0,4,4
25526314,SAGE TECHNICAL SERVICES CDL TRAINING-INDIANAPOLIS,30,0,2,2
25002926,SAGE TECHNICAL SERVICES-BILLINGS,60,0,4,4
25090512,SAGE TECHNICAL SERVICES-BLACKFOOT,195,0,13,13
25088112,SAGE TECHNICAL SERVICES-CALDWELL,285,0,19,19
25014250,SAGE TECHNICAL SERVICES-CASPER,15,0,1,1
25001650,SAGE TECHNICAL SERVICES-CHEYENNE,60,0,4,4
25087612,SAGE TECHNICAL SERVICES-COEUR D'ALENE,150,0,10,10
25022206,SAGE TECHNICAL SERVICES-GRAND JUNCTION,75,0,5,5
25024906,SAGE TECHNICAL SERVICES-HENDERSON,150,0,10,10
25005844,SAGE TECHNICAL SERVICES-SLC,60,0,4,4
25147643,SAGE TRUCK DRIVING SCHOOL TEXAS LLC,180,0,12,12
14932022,SAGINAW CHIPPEWA TRIBAL COLLEGE,15,0,1,1
11002222,SAGINAW VALLEY STATE UNIVERSITY,2925,0,195,195
31914113,SAINT  AUGUSTINE COLLEGE,120,0,8,8
31001615,SAINT AMBROSE UNIVERSITY,1530,0,102,102
31903029,SAINT ANSELM COLLEGE,510,0,34,34
32041813,SAINT ANTHONY COLLEGE OF NURSING,150,0,10,10
31002233,SAINT AUGUSTINE'S UNIVERSITY,585,0,39,39
25599525,SAINT CHARLES BARBER COLLEGE,60,0,4,4
31005738,SAINT CHARLES BORROMEO SEMINARY-OVERBROOK,75,0,5,5
14983425,SAINT CHARLES COMMUNITY COLLEGE,3060,0,204,204
15600825,SAINT CHARLES COUNTY AMBULANCE DISTRICT,30,0,2,2
25042025,SAINT CHARLES FLYING SERVICE INC,30,0,2,2
15571125,SAINT CHARLES SCHOOL DISTRICT ADULT EDUCATI,75,0,5,5
11002523,SAINT CLOUD STATE UNIVERSITY,5655,0,377,377
32900514,SAINT ELIZABETH SCHOOL OF NURSING,30,0,2,2
32918514,SAINT FRANCIS HOSPITAL AND HEALTH CENTERS,90,0,6,6
32929530,SAINT FRANCIS MEDICAL CENTER-SCHOOL OF RADIOLOGIC TECHNOLOGY,15,0,1,1
31003438,SAINT FRANCIS UNIVERSITY,750,0,50,50
22100796,SAINT JAMES SCHOOL OF MEDICINE,210,0,14,14
22800099,SAINT JAMES SCHOOL OF MEDICINE,60,0,4,4
21196062,SAINT JOHN AND PAUL COLLEGES,15,0,1,1
31964132,SAINT JOHN FISHER COLLEGE,1005,0,67,67
31928410,SAINT JOHN VIANNEY COLLEGE SEMINARY,30,0,2,2
14920410,SAINT JOHNS RIVER STATE COLLEGE,6315,0,421,421
25040501,SAINT JOHNS SCHOOL OF ESTHETICS,15,0,1,1
31001223,SAINT JOHNS UNIVERSITY,240,0,16,16
25554925,SAINT JOSEPH BEAUTY UNIVERSITY,15,0,1,1
31069762,SAINT JOSEPH COLLEGE - CAVITE CITY,15,0,1,1
21609062,SAINT JOSEPH INSTITUTE OF TECHNOLOGY,15,0,1,1
34000518,SAINT JOSEPH SEMINARY COLLEGE,15,0,1,1
31002119,SAINT JOSEPHS COLLEGE OF MAINE,300,0,20,20
31001719,SAINT JOSEPHS COLLEGE PROFESSIONAL AND GRADUATE,885,0,59,59
31883132,SAINT JOSEPH'S COLLEGE-BROOKLYN,1485,0,99,99
31882132,SAINT JOSEPH'S COLLEGE-PATCHOGUE,2475,0,165,165
319B2138,SAINT JOSEPH'S UNIVERSITY,2190,0,146,146
18519732,SAINT LAWRENCE-LEWIS BOCES,15,0,1,1
31033143,SAINT LEO UNIVERSITY,1545,0,103,103
31013705,SAINT LEO UNIVERSITY,960,0,64,64
31901224,SAINT LEO UNIVERSITY,135,0,9,9
31008140,SAINT LEO UNIVERSITY - NORTH CHARLESTON,255,0,17,17
31818610,SAINT LEO UNIVERSITY CENTER FOR ONLINE LEARNING,10995,0,733,733
31807710,SAINT LEO UNIVERSITY EGLIN AFB,345,0,23,23
31818110,SAINT LEO UNIVERSITY GAINESVILLE CENTER,510,0,34,34
31818410,SAINT LEO UNIVERSITY LAKE CITY CENTER,270,0,18,18
31818810,SAINT LEO UNIVERSITY LAKELAND,330,0,22,22
31818710,SAINT LEO UNIVERSITY MADISON OFFICE,60,0,4,4
31807910,SAINT LEO UNIVERSITY OCALA CENTER,375,0,25,25
31818210,SAINT LEO UNIVERSITY RESIDENT CENTER NAVAL STATION MAYPORT,480,0,32,32
31807310,SAINT LEO UNIVERSITY TALLAHASSEE CENTER,180,0,12,12
31807810,SAINT LEO UNIVERSITY TAMPA EDUCATION CENTER,5565,0,371,371
31802411,SAINT LEO UNIVERSITY-DULUTH,1065,0,71,71
31817146,SAINT LEO UNIVERSITY-FT LEE,1170,0,78,78
31807610,SAINT LEO UNIVERSITY-KEY WEST CENTER,885,0,59,59
31802111,SAINT LEO UNIVERSITY-MORROW,2835,0,189,189
31818310,SAINT LEO UNIVERSITY-NE FLORIDA,600,0,40,40
31802311,SAINT LEO UNIVERSITY-SAVANNAH,1185,0,79,79
31008040,SAINT LEO UNIVERSITY-SHAW AIR FORCE BASE,780,0,52,52
31817446,SAINT LEO UNIVERSITY-SOUTH HAMPTON ROADS CENTER,11025,0,735,735
31807110,SAINT LEO UNIVERSITY-UNIVERSITY CAMPUS,12840,0,856,856
31817246,SAINT LEO UNIVERSITY-VIRGINA PENINSULA EDUCATION CENTER,8535,0,569,569
31601025,SAINT LOUIS CHRISTIAN COLLEGE,105,0,7,7
31942162,SAINT LOUIS COLLEGE,15,0,1,1
24944025,SAINT LOUIS COLLEGE OF HEALTH CAREERS-FENTON,300,0,20,20
24946025,SAINT LOUIS COLLEGE OF HEALTH CAREERS-ST LOUIS,165,0,11,11
31600925,SAINT LOUIS COLLEGE OF PHARMACY,240,0,16,16
14938425,SAINT LOUIS COMMUNITY COLLEGE AT FLORISSANT VALLEY,2190,0,146,146
14934425,SAINT LOUIS COMMUNITY COLLEGE AT FOREST PARK,2700,0,180,180
14501025,SAINT LOUIS COMMUNITY COLLEGE AT MERAMEC,2475,0,165,165
14126525,SAINT LOUIS COMMUNITY COLLEGE AT WILDWOOD,210,0,14,14
15565325,SAINT LOUIS COUNTY AND MUNICIPAL POLICE ACADEMY,60,0,4,4
35606925,SAINT LOUIS COUNTY FIRE ACADEMY INC,120,0,8,8
31968125,SAINT LOUIS UNIVERSITY,5400,0,360,360
31927162,SAINT LOUIS UNIVERSITY,285,0,19,19
35609825,SAINT LOUIS UNIVERSITY FOR WORKFORCE AND ORGANIZATIONAL DEVELOPMENT,165,0,11,11
31301025,SAINT LOUIS UNIVERSITY SCHOOL OF MEDICINE,15,0,1,1
32977225,SAINT LUKE'S COLLEGE OF HEALTH SCIENCES,135,0,9,9
31429047,SAINT MARTINS UNIVERSITY,6420,0,428,428
31915414,SAINT MARY-OF-THE-WOODS COLLEGE,375,0,25,25
31002014,SAINT MARY'S COLLEGE,270,0,18,18
31914105,SAINT MARY'S COLLEGE OF CALIFORNIA,1230,0,82,82
15715825,SAINT MARY'S HIGH SCHOOL,15,0,1,1
35012314,SAINT MARY'S MEDICAL CENTER EMS TRAINING INSTITUTE,15,0,1,1
11000775,SAINT MARY'S UNIVERSITY,15,0,1,1
31001323,SAINT MARYS UNIVERSITY OF MINNESOTA,270,0,18,18
31912123,SAINT MARYS UNIVERSITY OF MN-TWIN CITIES,1605,0,107,107
31006714,SAINT MEINRAD SCHOOL OF THEOLOGY,30,0,2,2
31000445,SAINT MICHAEL'S COLLEGE,570,0,38,38
31001449,SAINT NORBERT COLLEGE,375,0,25,25
31922105,SAINT PATRICK'S SEMINARY AND UNIVERSITY,15,0,1,1
14918423,SAINT PAUL COLLEGE,1620,0,108,108
20000423,SAINT PAUL ELECTRICAL JAC,30,0,2,2
31601916,SAINT PAUL SCHOOL OF THEOLOGY,75,0,5,5
31902130,SAINT PETER'S UNIVERSITY,345,0,23,23
31977138,SAINT TIKHON'S THEOLOGICAL SEMINARY,60,0,4,4
31003638,SAINT VINCENT COLLEGE,285,0,19,19
32805514,SAINT VINCENT COLLEGE OF HEALTH PROFESSIONS,15,0,1,1
32546535,SAINT VINCENT MERCY MEDICAL CENTER-EMERGENCY MEDICINE RESIDENCY,30,0,2,2
31029632,SAINT VLADIMIRS ORTHODOX THEOLOGICAL SEMINARY,75,0,5,5
31936113,SAINT XAVIER UNIVERSITY,1365,0,91,91
14201475,SAIT,30,0,2,2
31001333,SALEM COLLEGE,300,0,20,20
14913130,SALEM COMMUNITY COLLEGE,300,0,20,20
15021113,SALEM COMMUNITY HIGH SCHOOL,15,0,1,1
21913248,SALEM INTERNATIONAL UNIVERSITY,630,0,42,42
11015621,SALEM STATE UNIVERSITY,4845,0,323,323
14001816,SALINA AREA TECHNICAL COLLEGE,570,0,38,38
11100220,SALISBURY UNIVERSITY,3420,0,228,228
11901226,SALISH KOOTENAI COLLEGE,405,0,27,27
25573835,SALON INSTITUTE-TOLEDO,60,0,4,4
25190905,SALON SUCCESS ACADEMY,165,0,11,11
25192605,SALON SUCCESS ACADEMY CORONA,30,0,2,2
25191205,SALON SUCCESS ACADEMY RIVERSIDE,90,0,6,6
14903144,SALT LAKE COMMUNITY COLLEGE,10830,0,722,722
18018444,SALT LAKE COMMUNITY COLLEGE APPLIED TECHNOLOGY,285,0,19,19
24904321,SALTER COLLEGE-WEST BOYLSTON,30,0,2,2
31004238,SALUS UNIVERSITY,135,0,9,9
35003511,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,15,0,1,1
31000439,SALVE REGINA UNIVERSITY,885,0,59,59
21000171,SALZBURG COLLEGE,15,0,1,1
25607225,SAM BROWN'S COSMETOLOGY AND BARBERING INSTITUTE,15,0,1,1
119F8443,SAM HOUSTON STATE UNIVERSITY,13905,1,926,927
32903132,SAMARITAN HOSPITAL SCHOOL OF NURSING,30,0,2,2
31000501,SAMFORD UNIVERSITY,2295,0,153,153
14936433,SAMPSON COMMUNITY COLLEGE,645,1,42,43
21507062,SAMSON COLLEGE OF SCIENCE & TECHNOLOGY - CUBAO,45,0,3,3
31140505,SAMUEL MERRITT UNIVERSITY,855,0,57,57
25012111,SAMVERLY COLLEGE OF BARBER AND HAIRSTYLING,315,0,21,21
30002543,SAN ANTONIO AREA PLUMBING PIPEFITTING JATC,15,0,1,1
25092243,SAN ANTONIO BOARD OF REALTORS INC,870,0,58,58
14973443,SAN ANTONIO COLLEGE,39690,1,2645,2646
15068843,SAN ANTONIO POLICE ACADEMY,285,0,19,19
31064162,SAN BEDA COLLEGE,15,0,1,1
14958405,SAN BERNARDINO VALLEY COLLEGE,4815,2,319,321
31013905,SAN DIEGO CHRISTIAN COLLEGE,1440,0,96,96
14963405,SAN DIEGO CITY COLLEGE,12675,0,845,845
15890305,SAN DIEGO CONTINUING EDUCATION,195,0,13,13
25125605,SAN DIEGO CULINARY INSTITUTE,765,0,51,51
21120305,SAN DIEGO GLOBAL KNOWLEDGE UNIVERSITY,60,0,4,4
14989405,SAN DIEGO MESA COLLEGE,18735,0,1249,1249
14985405,SAN DIEGO MIRAMAR COLLEGE,13125,0,875,875
11910105,SAN DIEGO STATE UNIVERSITY,23220,0,1548,1548
11801805,SAN DIEGO STATE UNIVERSITY-IMPERIAL VALLEY CAMPUS,120,0,8,8
31969105,SAN FRANCISCO ART INSTITUTE,315,0,21,21
31942105,SAN FRANCISCO CONSERVATORY OF MUSIC,75,0,5,5
24010805,SAN FRANCISCO FILM SCHOOL,120,0,8,8
25136705,SAN FRANCISCO INSTITUTE OF ESTHETICS AND COSMETOLOGY,330,0,22,22
11904105,SAN FRANCISCO STATE UNIVERSITY,8835,0,589,589
31102005,SAN FRANCISCO THEOLOGICAL SEMINARY,15,0,1,1
219D5210,SAN IGNACIO UNIVERSITY,15,0,1,1
149C1443,SAN JACINTO COMMUNITY COLLEGE,19110,0,1274,1274
31139005,SAN JOAQUIN COLLEGE OF LAW,135,0,9,9
14903105,SAN JOAQUIN DELTA COLLEGE,2820,0,188,188
24800605,SAN JOAQUIN VALLEY COLLEGE-BAKERSFIELD,870,0,58,58
24800105,SAN JOAQUIN VALLEY COLLEGE-FRESNO,765,0,51,51
24800505,SAN JOAQUIN VALLEY COLLEGE-FRESNO AVIATION,570,0,38,38
24805705,SAN JOAQUIN VALLEY COLLEGE-HESPERIA,825,0,55,55
24006305,SAN JOAQUIN VALLEY COLLEGE-LANCASTER,165,0,11,11
24804005,SAN JOAQUIN VALLEY COLLEGE-ONLINE CAMPUS- CENTRAL ADMINISTRATIVE OFFIC,795,0,53,53
24802705,SAN JOAQUIN VALLEY COLLEGE-ONTARIO,1845,0,123,123
24803905,SAN JOAQUIN VALLEY COLLEGE-RANCHO CORDOVA,315,0,21,21
24803705,SAN JOAQUIN VALLEY COLLEGE-SALIDA,480,0,32,32
24805805,SAN JOAQUIN VALLEY COLLEGE-TEMECULA,2160,0,144,144
24800205,SAN JOAQUIN VALLEY COLLEGE-VISALIA,750,0,50,50
14951405,SAN JOSE CITY COLLEGE,2460,0,164,164
11106005,SAN JOSE STATE UNIVERSITY,9510,0,634,634
31003263,SAN JUAN BAUTISTA SCHOOL OF MEDICINE,45,0,3,3
14906431,SAN JUAN COLLEGE,3870,0,258,258
15016131,SAN JUAN COUNTY CRIMINAL JUSTICE TRAINING AUTHORITY,30,0,2,2
21906162,SAN PABLO COLLEGES INC,45,0,3,3
15016605,SAN PASQUAL RESERVATION FIRE ACADEMY,405,0,27,27
31160662,SAN PEDRO COLLEGE,15,0,1,1
31926162,SAN SEBASTIAN COLLEGE RECOLETOS - MANILA,30,0,2,2
21180262,SAN SEBASTIAN COLLEGE RECOLETOS INC CANLUBANG,15,0,1,1
31973162,SAN SEBASTIAN COLLEGE RECOLETOS-CAVITE,105,0,7,7
14914433,SANDHILLS COMMUNITY COLLEGE,5655,0,377,377
25036042,SANDRA ACADEMY OF SALON SERVICES INC,60,0,4,4
15535535,SANDUSKY CAREER CENTER,45,0,3,3
21000620,SANS TECHNOLOGY INSTITUTE,4350,0,290,290
14946405,SANTA ANA COLLEGE,5145,0,343,343
25133305,SANTA BARBARA BODY THERAPY INSTITUTE,45,0,3,3
24802305,SANTA BARBARA BUSINESS COLLEGE-BAKERSFIELD,255,0,17,17
21804705,SANTA BARBARA BUSINESS COLLEGE-RANCHO MIRAGE,120,0,8,8
21805105,SANTA BARBARA BUSINESS COLLEGE-SANTA MARIA,90,0,6,6
21805005,SANTA BARBARA BUSINESS COLLEGE-VENTURA,105,0,7,7
21804805,SANTA BARBARA BUSINESS COLLEGE-VENTURA,45,0,3,3
14959405,SANTA BARBARA CITY COLLEGE,2700,0,180,180
31603105,SANTA BARBARA COLLEGE OF LAW,90,0,6,6
31911105,SANTA CLARA UNIVERSITY,1305,0,87,87
15020005,SANTA CRUZ CENTER FOR AGROECOLOGY & SUSTAINABLE FOOD,30,0,2,2
119B7110,SANTA FE COLLEGE,10140,0,676,676
14910431,SANTA FE COMMUNITY COLLEGE,1515,0,101,101
25014131,SANTA FE SCHOOL OF MASSAGE,15,0,1,1
14986405,SANTA MONICA COLLEGE,5970,0,398,398
14925405,SANTA ROSA JUNIOR COLLEGE,5505,0,367,367
14131205,SANTIAGO CANYON COLLEGE,1830,0,122,122
31003532,SARAH LAWRENCE COLLEGE,255,0,17,17
25145610,SARASOTA SCHOOL OF MASSAGE THERAPY,180,0,12,12
14945413,SAUK VALLEY COMMUNITY COLLEGE,990,0,66,66
31010311,SAVANNAH COLLEGE OF ART AND DESIGN-ATLANTA,2265,0,151,151
31010211,SAVANNAH COLLEGE OF ART AND DESIGN-SAVANNAH,8595,0,573,573
11903111,SAVANNAH STATE UNIVERSITY,4305,0,287,287
14960411,SAVANNAH TECHNICAL COLLEGE,12960,0,864,864
25128143,SAVANT ACHIEVEMENT CENTER,15,0,1,1
31107405,SAYBROOK UNIVERSITY,450,0,30,30
18078440,SC MIDLANDS EMS MANAGEMENT ASSOCIATION,15,0,1,1
149B1432,SCHENECTADY COUNTY COMMUNITY COLLEGE,1635,0,109,109
21056810,SCHILLER INTERNATIONAL UNIVERSITY,915,0,61,61
25002808,SCHILLING-DOUGLAS SCHOOL OF HAIR DESIGN,60,0,4,4
25468510,SCHOOL OF AUDIO ENGINEERING,15,0,1,1
249M5543,SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY,1335,0,89,89
35564935,SCHOOL OF DIAGNOSTIC IMAGING CCHS,75,0,5,5
32002241,SCHOOL OF EMS,150,0,10,10
11800174,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,30,0,2,2
15367532,SCHOOL OF PROFESSIONAL HORTICULTURE AT THE NEW YORK BOTANICAL GARDEN,15,0,1,1
31940113,SCHOOL OF THE ART INSTITUTE OF CHICAGO,495,0,33,33
34000205,SCHOOL OF URBAN MISSIONS,210,0,14,14
31017905,SCHOOL OF URBAN MISSIONS,120,0,8,8
21357932,SCHOOL OF VISUAL ARTS,900,0,60,60
11805522,SCHOOLCRAFT COLLEGE,3960,0,264,264
31987143,SCHREINER UNIVERSITY,1260,0,84,84
158A0832,SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES-GST,90,0,6,6
18083238,SCHUYLKILL TECHNOLOGY CENTER,45,0,3,3
15531935,SCIOTO COUNTY CAREER TECHNICAL CENTER,255,0,17,17
25040811,SCOOBA SHACK,330,0,22,22
28577148,SCOTT COLLEGE OF COSMETOLOGY,15,0,1,1
14922415,SCOTT COMMUNITY COLLEGE,2535,0,169,169
14905403,SCOTTSDALE COMMUNITY COLLEGE,3780,0,252,252
31504905,SCRIPPS COLLEGE,90,0,6,6
31008505,SCRIPPS RESEARCH INSTITUTE,15,0,1,1
25051013,SCUBA EMPORIUM,60,0,4,4
25498110,SEA EXPERIENCE DIVING SCHOOLS,540,0,36,36
25082940,SEA SCHOOL CHARLESTON,15,0,1,1
25043529,SEACOAST CAREER SCHOOLS-MANCHESTER CAMPUS,45,0,3,3
25010519,SEACOAST CAREER SCHOOLS-SANFORD CAMPUS,45,0,3,3
25007704,SEARCY BEAUTY COLLEGE INC,30,0,2,2
30006947,SEATTLE AREA PLUMBERS & PIPEFITTERS JATC,45,0,3,3
11919447,SEATTLE CENTRAL COLLEGE,5445,0,363,363
21418947,SEATTLE FILM INSTITUTE,450,0,30,30
21451047,SEATTLE INSTITUTE OF EAST ASIAN MEDICINE,15,0,1,1
31390047,SEATTLE PACIFIC UNIVERSITY,2775,0,185,185
31808047,SEATTLE UNIVERSITY,4080,0,272,272
31808147,SEATTLE UNIVERSITY OF LAW,720,0,48,48
25005826,SECOND NATURE SCHOOL OF TAXIDERMY LLC,285,0,19,19
25039406,SECURE SET ACADEMY,1320,0,88,88
25060143,SEGUIN BEAUTY SCHOOL-NEW BRAUNFELS,60,0,4,4
31955101,SELMA UNIVERSITY,195,0,13,13
31000763,SEMINARIO EVANGELICO DE PUERTO RICO,60,0,4,4
31357732,SEMINARY IMMACULATE CONCEPTION,15,0,1,1
14940436,SEMINOLE STATE COLLEGE,1005,0,67,67
119C0110,SEMINOLE STATE COLLEGE OF FLORIDA,12030,0,802,802
11103475,SENECA COLLEGE,30,0,2,2
25160762,SENOR TESORO COLLEGE,15,0,1,1
32910146,SENTARA COLLEGE OF HEALTH SCIENCES,900,0,60,60
11000469,SEOUL NATIONAL UNIVERSITY,15,0,1,1
24946403,SESSIONS COLLEGE FOR PROFESSIONAL DESIGN,750,0,50,50
31805030,SETON HALL UNIVERSITY,2145,0,143,143
31805230,SETON HALL UNIVERSITY,375,0,25,25
31903738,SETON HILL UNIVERSITY,840,0,56,56
25063418,SETTING THE STANDARD BARBER & NATURAL HAIR,45,0,3,3
31904942,SEWANEE-THE UNIVERSITY OF THE SOUTH,360,0,24,24
14930016,SEWARD COUNTY COMMUNITY COLLEGE,285,0,19,19
22951538,SHARON REGIONAL MEDICAL CENTER,45,0,3,3
25393332,SHARP EDGEZ BARBER INSTITUTE,105,0,7,7
31982105,SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL,30,0,2,2
14906105,SHASTA COLLEGE,4290,0,286,286
25147305,SHASTA SCHOOL OF COSMETOLOGY,75,0,5,5
31002333,SHAW UNIVERSITY,1230,0,82,82
25058736,SHAWNEE BEAUTY COLLEGE,30,0,2,2
14932413,SHAWNEE COMMUNITY COLLEGE,495,0,33,33
11975935,SHAWNEE STATE UNIVERSITY,1260,0,84,84
15055521,SHAWSHEEN VALLEY SCHOOL OF PRACTICAL NURSING,30,0,2,2
28567632,SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN,45,0,3,3
25478710,SHEAR EXCELLENCE HAIR ACADEMY,165,0,11,11
25491210,SHEAR FINESSE HAIRSTYLING ACADEMY,60,0,4,4
25030942,SHEAR PERFECTION ACADEMY OF COSMETOLOGY,60,0,4,4
28055010,SHEFFIELD SCHOOL OF AERONAUTICS,150,0,10,10
28013919,SHELTER INSTITUTE,45,0,3,3
14929401,SHELTON STATE COMMUNITY COLLEGE- MARTIN CAMPUS,3885,0,259,259
14940801,SHELTON STATE COMMUNITY COLLEGE-FREDD CAMPUS,420,0,28,28
31907146,SHENANDOAH UNIVERSITY,2670,0,178,178
11101869,SHENZHEN UNIVERSITY,15,0,1,1
11002248,SHEPHERD UNIVERSITY,2610,0,174,174
35000549,SHEPHERDS COLLEGE,15,0,1,1
31910233,SHEPHERDS THEOLOGICAL SEMINARY,60,0,4,4
31000450,SHEPHERDS THEOLOGICAL SEMINARY,15,0,1,1
18848310,SHERIDAN  TECHNICAL COLLEGE,1380,0,92,92
14905450,SHERIDAN COLLEGE,2010,0,134,134
11039775,SHERIDAN COLLEGE,60,0,4,4
31950440,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,120,0,8,8
25003633,SHERRILL'S UNIVERSITY OF BARBER & COSMETOLOGY,165,0,11,11
11913238,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,4125,0,275,275
25027946,SHIPPER'S CHOICE OF VIRGINIA INC,435,0,29,29
25059046,SHIPPER'S CHOICE OF VIRGINIA INC,75,0,5,5
25059946,"SHIPPER'S CHOICE OF VIRGINIA, INC",720,0,48,48
25000230,SHORE BEAUTY SCHOOL,75,0,5,5
14913447,SHORELINE COMMUNITY COLLEGE,3840,0,256,256
34925904,SHORTER COLLEGE,150,0,10,10
31842111,SHORTER UNIVERSITY,750,0,50,50
15803018,SHREVEPORT POLICE REGIONAL TRAINING ACADEMY,105,0,7,7
25169505,SICE PAUL MITCHELL PARTNER SCHOOL,120,0,8,8
25168705,SICE PAUL MITCHELL PARTNER SCHOOL,15,0,1,1
25055213,SIEBEL INSTITUTE OF TECHNOLOGY & WORLD BREWING ACADEMY,15,0,1,1
31911132,SIENA COLLEGE,690,0,46,46
31997122,SIENA HEIGHTS UNIVERSITY,1320,0,88,88
14955105,SIERRA COLLEGE,8385,0,559,559
31809028,SIERRA NEVADA COLLEGE,450,0,30,30
11101279,SIGMA CLERMONT,15,0,1,1
32919521,SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING,60,0,4,4
15568025,SIKESTON CAREER AND TECHNICAL CENTER,45,0,3,3
25818013,SILK N CLASSY BARBER COLLEGE,45,0,3,3
31066062,SILLIMAN UNIVERSITY,150,0,10,10
32041713,SILVER CROSS HOSPITAL EMT-PARAMEDIC EDUCATION,45,0,3,3
31002049,SILVER LAKE COLLEGE OF THE HOLY FAMILY,75,0,5,5
25089412,SILVERHAWK AVIATION ACADEMY LLC,120,0,8,8
31200517,SIMMONS COLLEGE OF KENTUCKY,60,0,4,4
31002221,SIMMONS UNIVERSITY,3930,0,262,262
11102675,SIMON FRASER UNIVERSITY,120,0,8,8
31001715,SIMPSON COLLEGE,720,0,48,48
31968105,SIMPSON UNIVERSITY,660,0,44,44
34100122,SINAI-GRACE HOSPITAL,15,0,1,1
14007835,SINCLAIR COMMUNITY COLLEGE,11505,3,764,767
11002841,SINTE GLESKA UNIVERSITY,135,0,9,9
31001241,SIOUX FALLS SEMINARY,60,0,4,4
14000741,SISSETON WAHPETON COLLEGE,75,0,5,5
31012145,SIT GRADUATE INSTITUTE,60,0,4,4
11000934,SITTING BULL COLLEGE,120,0,8,8
11821813,SIU-EDWARDSVILLE SCHOOL OF DENTAL MEDICINE,45,0,3,3
25456247,SKAGIT CITY TRUCKING SCHOOL,315,0,21,21
14914447,SKAGIT VALLEY COLLEGE,6510,0,434,434
31811132,SKIDMORE COLLEGE,30,0,2,2
25037506,SKILL DISTILLERY,330,0,22,22
25605425,SKIN INSTITUTE,75,0,5,5
35000919,SKOWHEGAN DRIVING SCHOOL INC,45,0,3,3
25119143,SKY HELICOPTERS INC,15,0,1,1
25097643,SKY SAFETY INC,210,0,14,14
14918405,SKYLINE COLLEGE,4080,0,272,272
25137143,SKYMATES INC,30,0,2,2
25260910,SKYWARRIOR INC,570,0,38,38
11010138,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,4935,0,329,329
28065530,SMITH & SOLOMON DRIVER TRAINING,120,0,8,8
25001830,SMITH & SOLOMON DRIVER TRAINING,105,0,7,7
25299738,SMITH & SOLOMON DRIVER TRAINING-DUPONT,90,0,6,6
25000838,SMITH & SOLOMON DRIVER TRAINING-NORRISTOWN,75,0,5,5
25001930,SMITH AND SOLOMON DRIVE TRAINING SCHOOL-BELLMAWR,255,0,17,17
25011830,SMITH AND SOLOMON DRIVER TRAINING,135,0,9,9
25000238,SMITH AND SOLOMON DRIVER TRAINING-PHILA,180,0,12,12
25201708,SMITH AND SOLOMON DRIVER TRNG,135,0,9,9
31002321,SMITH COLLEGE,360,0,24,24
14000301,SNEAD STATE COMMUNITY COLLEGE - BOAZ,1170,0,78,78
14914601,SNEAD STATE COMMUNITY COLLEGE-ALBERTVILLE AVIATION CENTER,45,0,3,3
25291947,SNOHOMISH FLYING SERVICE INC,120,0,8,8
14904044,SNOW COLLEGE,690,0,46,46
14905044,SNOW COLLEGE,15,0,1,1
102B8605,SOCIAL SECURITY ADMINISTRATION-TORRANCE,30,0,2,2
21152362,SOFA DESIGN INSTITUTE,15,0,1,1
31140205,SOFIA UNIVERSITY,60,0,4,4
25177005,SOFTTECH,180,0,12,12
31101769,SOGANG UNIVERSITY,15,0,1,1
31010505,SOKA UNIVERSITY OF AMERICA,15,0,1,1
11116505,SOLANO COMMUNITY COLLEGE,330,0,22,22
