Institutions on HCM1 or HCM2 as of 12-1-2015,,,,,,,
Source: PEPS,,,,,,,
OPE ID,Institution Name,City,State,Country,Institution Type,Stop Pay/Monitor Method,Method Reason Desc
00553500,Pine Technical and Community College,Pine City,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00553700,South Central College,North Mankato,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00554100,Minnesota State Community and Technical College,Perham,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00554400,Alexandria Technical and Community College,Alexandria,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00575700,Lake Superior College,Duluth,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00575900,Northwest Technical College - Bemidji,Bemidji,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00677500,Rainy River Community College,International Falls,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00735000,Anoka Technical College,Anoka,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00735100,Brown College,Mendota Heights,MN,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
00795400,Normandale Community College,Bloomington,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00974000,Inver Hills Community College,Inver Grove Heights,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
01024800,Art Institutes International Minnesota (The),Minneapolis,MN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01037400,Metropolitan State University,Saint Paul,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
01040200,Dakota County Technical College,Rosemount,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
01049000,Regency Beauty Institute,Blaine,MN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01049100,Hennepin Technical College,Brooklyn Park,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
01054600,Century College,White Bear Lake,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
02504200,Walden University,Minneapolis,MN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03001200,McNally Smith College of Music,Saint Paul,MN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03096400,Leech Lake Tribal College,Cass Lake,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
03129100,Fond du Lac Tribal & Community College,Cloquet,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00246300,Evangel University,Springfield,MO,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00979500,Missouri College,Brentwood,MO,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
01173500,Pike Lincoln Technical Center,Eolia,MO,,Public,HCM - Cash Monitoring 2,Program Review - Severe Findings
02119200,Court Reporting Institute of St Louis,Clayton,MO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02154900,Missouri School of Barbering & Hairstyling-St. Louis,Florissant,MO,,Proprietary,HCM - Cash Monitoring 2,Audit Late/Missing
02266400,Central Christian College of The Bible,Moberly,MO,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02361600,Concorde Career College,Kansas City,MO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02543800,Paris II Educational Center,Gladstone,MO,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
02599700,Vatterott College,Berkeley,MO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03070900,Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
03077200,Paul Mitchell the School Missouri Columbia,Columbia,MO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03916300,eClips School of Cosmetology and Barbering,Overland,MO,,Proprietary,HCM - Cash Monitoring 2,Default Rate
03970400,WellSpring School of Allied Health,Kansas City,MO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04173900,Cosmetology College of Franklin County,Saint Clair,MO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00240200,Copiah-Lincoln Community College,Wesson,MS,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
02320800,Magnolia College of Cosmetology,Jackson,MS,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02586000,Infinity Career College,Carthage,MS,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00252800,Miles Community College,Miles City,MT,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00252900,Dawson Community College,Glendive,MT,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
03205300,Modern Beauty School,Missoula,MT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00293500,Laurel University,High Point,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00293600,Johnson C Smith University,Charlotte,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
00295300,William Peace University,Raleigh,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
03064400,Regency Beauty Institute,Winston-Salem,NC,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03555300,Southeastern Institute,Charlotte,NC,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03570300,Carolina Christian College,Winston-Salem,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
04227600,Sherrill's University of Barber & Cosmetology,Raleigh,NC,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
02553700,Fort Berthold Community College,New Town,ND,,Public,HCM - Cash Monitoring 2,Payment Method Changed
02079700,College of Hair Design,Lincoln,NE,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03323300,Little Priest Tribal College,Winnebago,NE,,"Private, Nonprofit",HCM - Cash Monitoring 2,Administrative Capability
00473100,Daniel Webster College,Nashua,NH,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
00642100,JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder Schools,Plainfield,NJ,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
01062900,PB Cosmetology Education Centre,Gloucester City,NJ,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01246100,Lincoln Technical Institute,Edison,NJ,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02131600,Pennco Tech,Blackwood,NJ,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
02132300,Fortis Institute,Wayne,NJ,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03536300,Institute For Therapeutic Massage,Haskell,NJ,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04131200,Total Image Beauty Academy,union city,NJ,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
04216000,Universal Training Institute,Perth Amboy,NJ,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
02083900,Northern New Mexico College,El Rito,NM,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
03206300,Mesalands Community College,Tucumcari,NM,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
04174500,Aveda Institute of New Mexico (The),Albuquerque,NM,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00736700,Marinello Schools of Beauty,Las Vegas,NV,,Proprietary,HCM - Cash Monitoring 2,Program Review
00737100,Marinello School of Beauty,Reno,NV,,Proprietary,HCM - Cash Monitoring 2,Program Review
03838500,Northwest Career College,Las Vegas,NV,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00267400,New York Theological Seminary,New York,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00271300,Dominican College of Blauvelt,Orangeburg,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00290000,Webb Institute,Glen Cove,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
00397800,Rabbinical Seminary of America,Flushing,NY,,"Private, Nonprofit",HCM - Cash Monitoring 2,Audit Late/Missing
00646100,Saint Elizabeth Medical Center,Utica,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00780400,Star Career Academy,New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00907700,Utica School of Commerce,Utica,NY,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
00947900,St. Paul's School of Nursing,Staten Island,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01103100,Technical Career Institutes,New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01164700,SBI Campus - an affiliate of Sanford-Brown,Melville,NY,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
01229300,VEEB Nassau County School of Practical Nursing,Uniondale,NY,,Public,HCM - Cash Monitoring 2,Financial Responsibility
01236400,St. Paul's School of Nursing,Rego Park,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02075700,Briarcliffe College,Bethpage,NY,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
02106800,Bramson ORT College,Forest Hills,NY,,"Private, Nonprofit",HCM - Cash Monitoring 2,Accreditation Problems
02152000,Yeshiva Shaar Hatorah,Richmond Hill,NY,,"Private, Nonprofit",HCM - Cash Monitoring 2,F/S Late/Missing
02170000,Swedish Institute,New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02306500,Professional Business College,New York,NY,,"Private, Nonprofit",HCM - Cash Monitoring 2,OIG
02491400,Spanish-American Institute,New York,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02511500,"Joffrey Ballet School, American Ballet Center",New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02525600,Art Institute of New York City (The),New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02546000,Tri-State College of Acupuncture,New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02575400,International Culinary Center,New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03007200,Dance Theatre of Harlem,New York,NY,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review
03120700,New York Conservatory For Dramatic Arts (The),New York,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03216300,Unification Theological Seminary,Barrytown,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,F/S Late/Missing
03380300,Star Career Academy,Syosset,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03496300,Yeshiva Shaarei Torah of Rockland,Suffern,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,F/S Late/Missing
03652300,Metropolitan Learning Institute,Rego Park,NY,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
04148000,New Life Business Institute,Jamaica,NY,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
00302900,Cincinnati Christian University,Cincinnati,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00314100,Wilberforce University,Wilberforce,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00747300,Choffin Career & Technical Center,Youngstown,OH,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00941200,Fortis College,Cuyahoga Falls,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01090600,Cincinnati College of Mortuary Science,Cincinnati,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
01289100,Antonelli College,Cincinnati,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01289600,Virginia Marti College of Art and Design,Lakewood,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02190700,Fortis College,Centerville,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02337700,Professional Skills Institute,Maumee,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02545800,Inner State Beauty School,Lyndhurst,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03027100,Fairview Academy,Fairview Park,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03468400,National Institute of Massotherapy -,Akron,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03468500,ATS Institute of Technology,Highland Heights,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03700300,Regency Beauty Institute - Cleveland,Willoughby,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04118300,Northcoast Medical Training Academy,Kent,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04152100,Toledo Restaurant Training Center,Toledo,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00315500,Eastern Oklahoma State College,Wilburton,OK,,Public,HCM - Cash Monitoring 2,Program Review - Severe Findings
00316500,Oklahoma Christian University,Oklahoma City,OK,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00318300,Saint Gregory's University,Shawnee,OK,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00767800,Spartan College of Aeronautics and Technology,Tulsa,OK,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02306800,Platt College,Tulsa,OK,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02581200,CC's Cosmetology College,Tulsa,OK,,Proprietary,HCM - Cash Monitoring 2,Program Review
03109800,Ponca City Beauty College,Ponca City,OK,,Proprietary,HCM - Cash Monitoring 1,Other -CIO Problems (Eligibility)
03676300,Family of Faith College,Shawnee,OK,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
04060300,American Institute of Medical Technology,Tulsa,OK,,Proprietary,HCM - Cash Monitoring 2,Accreditation Problems
00320600,Multnomah University,Portland,OR,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00781900,Art Institute of Portland (The),Portland,OR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00888700,Concorde Career College,Portland,OR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02159700,New Hope Christian College,Eugene,OR,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02603700,Oregon College of Oriental Medicine,Portland,OR,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
03022600,Le Cordon Bleu College of Culinary Arts,Portland,OR,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
00267000,Summit University of Pennsylvania,Clarks Summit,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00329200,Lutheran Theological Seminary - Philadelphia,Philadelphia,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
00330600,University of Valley Forge,Phoenixville,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00331700,Cheyney University of Pennsylvania,Cheyney,PA,,Public,HCM - Cash Monitoring 2,Administrative Capability
00335100,Cairn University,Langhorne,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00339600,Wilson College,Chambersburg,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00489800,McCann School of Business & Technology,Pottsville,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00653400,Citizens School of Nursing,New Kensington,PA,,"Private, Nonprofit",HCM - Cash Monitoring 2,Other -CIO Problems (Eligibility)
00658300,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,,"Private, Nonprofit",HCM - Cash Monitoring 2,Other -CIO Problems (Eligibility)
00747000,Art Institute of Pittsburgh (The),Pittsburgh,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00777900,Lansdale School of Business,North Wales,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00835000,Art Institute of Philadelphia (The),Philadelphia,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00944900,Pennco Tech,Bristol,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
01099800,Pennsylvania Institute of Technology,Media,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
01321400,Roxborough Memorial Hospital,Philadelphia,PA,,Proprietary,HCM - Cash Monitoring 1,Other -CIO Problems (Eligibility)
02119300,Pennsylvania Academy of Cosmetology Arts & Sciences,Johnstown,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02202300,Pittsburgh Career Institute,Pittsburgh,PA,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
02253900,Berks Technical Institute,Wyomissing,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02306200,Venango County Area Vocational Technical School,Oil City,PA,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
02350200,Indiana County Technology Center,Indiana,PA,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
02495500,All-State Career School,Lester,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02557800,Art Institute of York (The) - Pennsylvania,York,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02574800,Pennsylvania Institute of Taxidermy,Ebensburg,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03010800,Fortis Institute,Erie,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03011500,Fortis Institute,Forty Fort,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03011600,Fortis Institute,Scranton,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03236400,L T International Beauty School,Philadelphia,PA,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
03923300,Precision Manufacturing Institute,Meadville,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
03948300,Harrisburg University of Science and Technology,Harrisburg,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
04164900,Barone Beauty Academy,Williamsport,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04215500,Champ's Barber School,Lancaster,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00394200,University of Puerto Rico - Central Administration,San Juan,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
00394300,University of Puerto Rico - Humacao University College,Humacao,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
00394400,University of Puerto Rico - Mayaguez,Mayaguez,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
00710800,University of Puerto Rico - Rio Piedras Campus,R’o Piedras,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
00720600,University of Puerto Rico - Cayey University College,Cayey,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
00722800,University of Puerto Rico - Arecibo,Arecibo,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
00965200,"University of Puerto Rico, Ponce",Ponce,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
01092200,University of Puerto Rico - Utuado,Utuado,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
01097500,University of Puerto Rico Bayamon Technical University College,Bayamon,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
01212300,"University of Puerto Rico, Aguadilla Regional College",Aguadilla,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
02166400,Instituto de Banca y Comercio,Hato Rey,PR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02241900,Commonwealth of Puerto Rico Department of Education,Hato Rey,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
02260600,National University College,Bayamon,PR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02343600,Institute of Beauty Careers,Arecibo,PR,,Proprietary,HCM - Cash Monitoring 1,Other (Common Ownership)
02460000,University of Puerto Rico - Medical Science Campus,San Juan,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
02482400,Ponce School of Medicine and Health Sciences,Ponce,PR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02504500,Institucion Chaviano de Mayaguez,Mayaguez,PR,,Proprietary,HCM - Cash Monitoring 2,Program Review - Severe Findings
02534900,Ponce Paramedical College (POPAC),Ponce,PR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03016000,University of Puerto Rico Carolina Regional College,Carolina,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
03021900,EDIC  College,Caguas,PR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04176000,American Technical Institute,Bayamon,PR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00341700,Allen University,Columbia,SC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
03555400,Southeastern Institute,North Charleston,SC,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03746400,Southeastern Institute,Columbia,SC,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04083300,Academy for Careers and Technology,Mullins,SC,,Public,HCM - Cash Monitoring 1,Financial Responsibility
04096300,Charleston School of Law,Charleston,SC,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04166900,Cosmetic Arts Institute,Walterboro,SC,,Proprietary,HCM - Cash Monitoring 1,Program Review
04172600,Salon 496 Barber Academy,Greenville,SC,,Proprietary,HCM - Cash Monitoring 2,Program Review - Severe Findings
00405600,North American Baptist Seminary,Sioux Falls,SD,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02277300,Sisseton Wahpeton College,Sisseton,SD,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
00348000,Bethel University,McKenzie,TN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
00349400,Hiwassee College,Madisonville,TN,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
00743900,Fountainhead College of Technology,Knoxville,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02157100,Concorde Career College,Memphis,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02188300,Pentecostal Theological Seminary,Cleveland,TN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02204200,"Chattanooga College - Medical, Dental and Technical Careers",Chattanooga,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02326300,Fortis Institute,Cookeville,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02614200,Miller - Motte Technical College,Clarksville,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03513500,Williamson Christian College,Franklin,TN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
03647300,New Concepts School of Cosmetology,Cleveland,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03774400,Shear Academy,Crossville,TN,,Proprietary,HCM - Cash Monitoring 2,Audit - Severe Findings
03930300,Buchanan Beauty College,Shelbyville,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04174600,Nashville Barber and Style Academy,Madison,TN,,Proprietary,HCM - Cash Monitoring 2,Administrative Capability
00366900,Wiley College,Marshall,TX,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
01301600,Ogle School Hair Skin Nails,Arlington,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02081400,Arlington Baptist College,Arlington,TX,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02117100,Art Institute of Houston (The),Houston,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02230500,Ogle School Hair Skin Nails,Fort Worth,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02230600,Ogle School Hair Skin Nails,Hurst,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02318200,KD Conservatory College of Film and Dramatic Arts,Dallas,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02548800,South Texas Vocational Technical Institute,Weslaco,TX,,Proprietary,HCM - Cash Monitoring 1,Other -CIO Problems (Eligibility)
02569300,Le Cordon Bleu College of Culinary Arts,Austin,TX,,Proprietary,HCM - Cash Monitoring 1,Accreditation Problems
02615000,Sanford-Brown College,Dallas,TX,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
03026500,Remington College,Garland,TX,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
03520300,Lubbock Hair Academy,Lubbock,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03542300,Concorde Career College,Grand Prairie,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03727600,Auguste Escoffier School of Culinary Arts,Austin,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04138500,Cardiotech Ultrasound School,Houston,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04158500,Texas Beauty College,Haltom City,TX,,Proprietary,HCM - Cash Monitoring 2,Accreditation Problems
04169000,Salon & Spa Institute,Brownsville,TX,,Proprietary,HCM - Cash Monitoring 2,Other -CIO Problems (Eligibility)
04187800,CyberTex Institute of Technology,Austin,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04193000,RGV Careers An Institute for Higher Learning,Pharr,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04213300,Southern Texas Careers Academy,McAllen,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00367400,Stevens Henager College,West Haven,UT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02612200,Marinello School of Beauty,Provo,UT,,Proprietary,HCM - Cash Monitoring 2,Program Review
03829500,Skinworks School of Advanced Skincare,Salt Lake City,UT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00376700,Virginia Wesleyan College,Norfolk,VA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
00499200,Miller-Motte Technical College,Lynchburg,VA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02128700,Central School of Practical Nursing,Norfolk,VA,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
02342700,Fortis College,Norfolk,VA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02588900,Medtech College,Falls Church,VA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03096500,Springfield Beauty Academy,Annandale,VA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
04124000,Dominion School of Hair Design,Gloucester Point,VA,,Proprietary,HCM - Cash Monitoring 2,Other -CIO Problems (Eligibility)
04219000,IGlobal University,Annandale,VA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00394600,University of the Virgin Islands,St.  Thomas,VI,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
00368700,Green Mountain College,Poultney,VT,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
01218300,Burlington College,Burlington,VT,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02254000,New England Culinary Institute,Montpelier,VT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
00379400,Saint Martin's University,Lacey,WA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
01249600,TONI & GUY Hairdressing Academy,Shoreline,WA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02106700,Trinity Lutheran College,Everett,WA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
02203300,Gene Juarez Beauty Schools,Mountlake Terrace,WA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02291300,Art Institute of Seattle (The),Seattle,WA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02326500,Interface College,Spokane,WA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
02504900,Beauty Academy,Wenatchee,WA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
03071800,ITT Technical Institute,Spokane Valley,WA,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
03689400,Faith Evangelical College & Seminary,Tacoma,WA,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
03932500,Total Cosmetology Training Center,Spokane,WA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
