System Name,Postsecondary Education Complaint System,,,,,,,,,,,,
Report Title,Complaint Cases Summary,,,,,,,,,,,,
Report Date,03/30/2016,,,,,,,,,,,,
,,,,,,,,,,,,,
Date Range (min),01/01/2014,,,,,,,,,,,,
Date Range (max),03/30/2016,,,,,,,,,,,,
 ,,,,,,,,,,,,,
Case ID,Level,Status,Case Owner,School,OPEID,Facility Code,School City,School State,Submitted,Closed,Closed Reason,Issues,Education Benefits
VA2252,Level 3,Closed,"Banks, Ursula",EXCELSIOR COLLEGE,00283400,31905132,ALBANY,NY,3/6/14,2/20/15,Resolved," Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2253,Level 3,Closed,"Griffin, Bridget",FRANCIS TUTTLE TECHNOLOGY CENTER,02222700,18040736,OKLAHOMA CITY,OK,3/6/14,1/20/15,Resolved," Quality of Education, Other", Veterans Retraining Assistance Program (VRAP)
VA2254,Level 3,Closed,"Holbrook, Robert",DUNWOODY COLLEGE OF TECHNOLOGY,00464100,31915123,MPLS,MN,3/6/14,9/15/14,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA2255,Level 3,Closed,"Barton, Allison",GLENDALE COMMUNITY COLLEGE,00107600,14907403,GLENDALE,AZ,3/6/14,3/25/14,Information Only," Quality of Education, Transfer of Credits, Change in degree plan/requirements", Post-9/11 GI Bill (Ch. 33)
VA2256,Level 3,Closed,"Smith, Richard",PACE UNIVERSITY,00279100,31874732,NEW YORK,NY,3/6/14,4/9/14,Invalid," Recruiting/Marketing Practices, Transfer of Credits, Post-graduation Job Opportunities, Other, Financial Issues (e.g. Tuition/Fee charges)"," Veterans Retraining Assistance Program (VRAP), Survivors &amp; Dependents Assistance  (DEA) (Ch. 35), Federal Tuition Assistance (TA), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA2257,Level 3,Closed,"Banks, Ursula",THE CITADEL,00342300,11001240,CHARLESTON,SC,3/6/14,2/20/15,Resolved," Accreditation, Other", Post-9/11 GI Bill (Ch. 33)
VA2258,Level 3,Closed,"Griffin, Bridget",AMERICAN COLLEGE OF TECHNOLOGY,04118700,24951025,ST. JOSEPH,MO,3/6/14,2/12/15,Resolved," Quality of Education, Change in degree plan/requirements, Other", Veterans Retraining Assistance Program (VRAP)
VA2259,Level 3,Closed,"Banks, Ursula",COLUMBUS TECHNICAL COLLEGE,00562400,14930411,Columbus,GA,3/6/14,4/18/14,Invalid," Recruiting/Marketing Practices, Accreditation, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)"
VA2260,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF CENTRAL FLORIDA,00395400,11955110,ORLANDO,FL,3/6/14,2/17/15,Information Only," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2261,Level 3,Closed,"Griffin, Bridget",BLY'S SCHOOL OF COSMETOLOGY,04221200,25489010,GAINESVILLE,FL,3/6/14,3/5/15,Resolved," Student Loans, Quality of Education, Financial Issues (e.g. Tuition/Fee charges)", Veterans Retraining Assistance Program (VRAP)
VA2262,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF PUGET SOUND,00379700,31804047,TACOMA,WA,3/6/14,1/20/15,Resolved," Recruiting/Marketing Practices, Student Loans, Quality of Education, Release of Transcripts, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2264,Level 3,Closed,"Banks, Ursula",NATIONAL PERSONAL TRAINING INSTITUTE-COLORADO SPRINGS,04185401,25024806,Colorado Springs,CO,3/6/14,3/12/15,No Response," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2265,Level 3,Closed,"Banks, Ursula",MIRACLE BEAUTY & NAILS ACADEMY,,25042446,VIRGINIA BEACH,VA,3/6/14,3/13/15,Resolved," Quality of Education, Other", Post-9/11 GI Bill (Ch. 33)
VA2266,Level 3,Closed,"Holbrook, Robert",NATIONAL BARBER ACADEMY,,25031442,NASHVILLE,TN,3/6/14,9/8/14,Resolved," Recruiting/Marketing Practices, Quality of Education, Transfer of Credits, Grade Policy, Release of Transcripts, Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2267,Level 3,Closed,"Banks, Ursula",FLORIDA CAREER COLLEGE - RIVERVIEW,,24833510,RIVERVIEW,FL,3/6/14,3/12/15,No Response," Student Loans, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA2269,Level 3,Closed,"Banks, Ursula",TEXAS A M UNIVERSITY CORPUS CHRISTI,01116100,119K7143,CORPUS CHRISTI,TX,3/7/14,4/22/15,Resolved," Recruiting/Marketing Practices, Quality of Education, Grade Policy", Post-9/11 GI Bill (Ch. 33)
VA2270,Level 3,Closed,"Griffin, Bridget",ITT TECHNICAL INSTITUTE (NATIONAL CITY),00732981,21831005,NATIONAL CITY,CA,3/7/14,2/13/15,Resolved," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2271,Level 3,Closed,"Barton, Allison",UNIVERSITY OF PHOENIX (ONLINE),12098850,21907103,PHOENIX,AZ,3/7/14,3/25/14,Invalid, Other, Post-9/11 GI Bill (Ch. 33)
VA2275,Level 3,Closed,"Barton, Allison",COCHISE COLLEGE,00107200,14902403,SIERRA VISTA,AZ,3/7/14,3/25/14,Invalid, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2276,Level 3,Closed,"Holbrook, Robert",UNIVERSITY OF MARYLAND - EUROPEAN DIVISION UMUC,01164400,11800120,Adelphi,MD,3/7/14,12/15/14,Resolved, Quality of Education, Post-9/11 GI Bill (Ch. 33)
VA2277,Level 3,Closed,"Barton, Allison",UNIVERSITY OF MARYLAND - EUROPEAN DIVISION UMUC,01164400,11800120,Adelphi,MD,3/7/14,3/26/14,Invalid, Quality of Education, Post-9/11 GI Bill (Ch. 33)
VA2278,Level 3,Closed,"Holbrook, Robert",FIRST COAST BARBER ACADEMY,,25494210,JACKSONVILLE,FL,3/7/14,12/13/14,Resolved," Recruiting/Marketing Practices, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2279,Level 3,Closed,"Holbrook, Robert",NATIONAL AMERICAN UNIVERSITY,00405704,21908125,INDEPENDENCE,MO,3/7/14,9/19/14,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2281,Level 3,Closed,"Banks, Ursula",LOS ANGELES TRADE TECHNICAL COLLEGE,00122700,14931405,LOS ANGELES,CA,3/7/14,6/3/14,Resolved," Quality of Education, Other", Veterans Retraining Assistance Program (VRAP)
VA2282,Level 3,Closed,"Griffin, Bridget",COLORADO TECHNICAL UNIVERSITY ONLINE CAMPUS,01014805,21809306,COLORADO SPRINGS,CO,3/7/14,1/9/15,Resolved, Other, Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2283,Level 3,Closed,"Holbrook, Robert",UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,00110800,11810104,FAYETTEVILLE,AR,3/7/14,9/8/14,Resolved, Transfer of Credits, Post-9/11 GI Bill (Ch. 33)
VA2284,Level 3,Closed,"Holbrook, Robert",Rochester Community and Technical College,,,Rochester,MN,3/7/14,12/13/14,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2285,Level 3,Closed,"Barton, Allison",Rochester Community and Technical College,,,Rochester,MN,3/7/14,3/26/14,Invalid, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2286,Level 3,Closed,"Barton, Allison",Rochester Community and Technical College,,,Rochester ,MN,3/7/14,3/26/14,Invalid, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2287,Level 3,Closed,"Barton, Allison",FIRST COAST BARBER ACADEMY,,25494210,JACKSONVILLE,FL,3/7/14,3/26/14,Invalid," Quality of Education, Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2288,Level 3,Closed,"Barton, Allison",COASTAL CAROLINA COMMUNITY COLLEGE,00531600,14933433,JACKSONVILLE,NC,3/7/14,3/26/14,Invalid, Other, Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2289,Level 3,Closed,"Banks, Ursula",NORTH SEATTLE COMMUNITY COLLEGE,00970400,14924447,SEATTLE,WA,3/8/14,3/12/15,No Response," Quality of Education, Other"," Post-9/11 GI Bill (Ch. 33), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA2290,Level 3,Closed,"Holbrook, Robert",WILBUR WRIGHT COLLEGE,00165500,14913413,CHICAGO,IL,3/8/14,9/22/14,Resolved, Financial Issues (e.g. Tuition/Fee charges), Tuition Assistance Top-Up
VA2291,Level 3,Closed,"Holbrook, Robert",UNIVERSITY OF THE INCARNATE WORD,00357800,31005443,SAN ANTONIO,TX,3/8/14,9/22/14,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2292,Level 3,Closed,"Holbrook, Robert",ROOSEVELT UNIVERSITY,00174900,31918113,CHICAGO,IL,3/9/14,12/16/14,Resolved," Quality of Education, Accreditation, Grade Policy", Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31)
VA2293,Level 3,Closed,"Griffin, Bridget",ROOSEVELT UNIVERSITY,00174900,31918113,CHICAGO,IL,3/9/14,1/30/15,Resolved," Change in degree plan/requirements, Release of Transcripts", Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31)
VA2294,Level 3,Closed,"Banks, Ursula","ANDERSON AVIATION, INC",,25106164,HONOLULU,HI,3/10/14,4/16/15,No Response," Recruiting/Marketing Practices, Refund Issues", Post-9/11 GI Bill (Ch. 33)
VA2295,Level 3,Closed,"Banks, Ursula",SOUTH UNIVERSITY,01303900,21000411,Savannah,GA,3/10/14,2/20/15,Resolved," Recruiting/Marketing Practices, Quality of Education, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2296,Level 3,Closed,"Griffin, Bridget",GRANTHAM UNIVERSITY,,21125925,KANSAS CITY,MO,3/10/14,2/18/15,Resolved, Accreditation, Federal Tuition Assistance (TA)
VA2299,Level 3,Closed,"Holbrook, Robert",PENSACOLA STATE COLLEGE,00151300,119C7110,PENSACOLA,FL,3/10/14,9/8/14,Resolved," Accreditation, Financial Issues (e.g. Tuition/Fee charges)", Veterans Retraining Assistance Program (VRAP)
VA2300,Level 3,Closed,"Banks, Ursula",PIMA COMMUNITY COLLEGE,00726600,14904403,TUCSON,AZ,3/10/14,3/12/15,No Response," Change in degree plan/requirements, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2301,Level 3,Closed,"Holbrook, Robert",HOUSTON COMMUNITY COLLEGE SYSTEM,01063300,14961443,HOUSTON,TX,3/10/14,6/17/14,Resolved, Refund Issues, Post-9/11 GI Bill (Ch. 33)
VA2302,Level 3,Closed,"Beamon, Lakita",UNIV OF WISCONSIN-MADISON,00389500,11000149,MADISON,WI,3/10/14,4/14/14,Invalid," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2303,Level 3,Closed,"Holbrook, Robert",UNIVERSITY OF TENNESSEE AT MARTIN,00353100,11910142,MARTIN,TN,3/10/14,9/22/14,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2304,Level 3,Closed,"Holbrook, Robert",DEVRY UNIVERSITY-COLUMBUS,01072720,21852735,COLUMBUS,OH,3/10/14,12/30/14,Invalid," Post-graduation Job Opportunities, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2305,Level 3,Closed,"Banks, Ursula",LOWER COLUMBIA COLLEGE,00378200,14910447,LONGVIEW,WA,3/10/14,3/28/14,Invalid, Other, Post-9/11 GI Bill (Ch. 33)
VA2306,Level 3,Closed,"Holbrook, Robert",SONORAN DESERT INSTITUTE,,24944503,SCOTTSDALE,AZ,3/10/14,11/5/14,Resolved, Accreditation, Veterans Retraining Assistance Program (VRAP)
VA2307,Level 3,Closed,"Holbrook, Robert",INSTITUTE OF TECHNICAL ARTS,03618300,249E7410,CASSELBERRY,FL,3/10/14,6/11/14,Resolved," Quality of Education, Accreditation"," Post-9/11 GI Bill (Ch. 33), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA2308,Level 3,Closed,"Holbrook, Robert",WEST COAST UNIVERSITY (AHAHEIM),03698301,21112405,ANAHEIM,CA,3/10/14,9/22/14,Resolved," Other, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)"
VA2309,Level 3,Closed,"Griffin, Bridget",INSTITUTE OF TECHNICAL ARTS,03618300,249E7410,CASSELBERRY,FL,3/11/14,1/14/15,Resolved," Recruiting/Marketing Practices, Quality of Education, Accreditation", Post-9/11 GI Bill (Ch. 33)
VA2310,Level 3,Closed,"Holbrook, Robert",SAINT MARTINS UNIVERSITY,00379400,31429047,LACEY,WA,3/11/14,9/3/14,Resolved, Change in degree plan/requirements, Post-9/11 GI Bill (Ch. 33)
VA2312,Level 3,Closed,"Holbrook, Robert",THE ELAINE STERLING INSTITUTE,04204500,25032411,Atlanta,GA,3/11/14,9/22/14,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA2313,Level 3,Closed,"Smith, Richard",THE ELAINE STERLING INSTITUTE,04204500,25032411,Atlanta,GA,3/11/14,3/31/14,Information Only, Quality of Education, Post-9/11 GI Bill (Ch. 33)
VA2314,Level 3,Closed,"Smith, Richard",DIABLO VALLEY COLLEGE,00119100,14944105,PLEASANT HILL,CA,3/11/14,3/31/14,Invalid, Financial Issues (e.g. Tuition/Fee charges), Veterans Retraining Assistance Program (VRAP)
VA2315,Level 3,Closed,"Holbrook, Robert",BROWN MACKIE COLLEGE - BIRMINGHAM,04051333,21960101,BIRMINGHAM,AL,3/11/14,1/20/15,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA2316,Level 3,Closed,"Smith, Richard",AMERICAN COLLEGE OF TECHNOLOGY,04118700,24951025,ST. JOSEPH,MO,3/11/14,3/31/14,Invalid, Other, Veterans Retraining Assistance Program (VRAP)
VA2317,Level 3,Closed,"Holbrook, Robert",CAMEO COLLEGE OF ESSENTIAL BEAUTY,03921300,28015544,MURRAY,UT,3/11/14,9/24/14,Resolved," Recruiting/Marketing Practices, Quality of Education, Refund Issues", Post-9/11 GI Bill (Ch. 33)
VA2318,Level 3,Closed,"Maida, Mariel",University of South Carolina Lancaster,,,Lancaster,SC,3/12/14,4/10/14,Information Only," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2320,Level 3,Closed,"Beamon, Lakita",KING'S COLLEGE,00328200,31993138,WILKES BARRE,PA,3/12/14,4/17/14,Invalid, Other, Post-9/11 GI Bill (Ch. 33)
VA2321,Level 3,Closed,"Holbrook, Robert",DAYTONA STATE COLLEGE,00147500,119A7110,DAYTONA BEACH,FL,3/12/14,11/28/14,Resolved," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2323,Level 3,Closed,"Griffin, Bridget",TOUGALOO COLLEGE,00243900,31901124,TOUGALOO,MS,3/12/14,1/16/15,Resolved," Release of Transcripts, Other, Refund Issues", Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)
VA2324,Level 3,Closed,"Smith, Richard",PACE UNIVERSITY,00279100,31874732,PLEASANTVILLE,NY,3/12/14,4/9/14,Invalid, Other," Veterans Retraining Assistance Program (VRAP), Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31), Federal Tuition Assistance (TA), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA2325,Level 3,Closed,"Smith, Richard",BRYAN COLLEGE,03399300,24939405,GOLD RIVER,CA,3/12/14,4/9/14,Invalid," Recruiting/Marketing Practices, Quality of Education, Grade Policy, Change in degree plan/requirements, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2326,Level 3,Closed,"Banks, Ursula",PINELLAS TECHNICAL EDUCATION CENTERS-CLEARWATER CAMPUS,00560500,18046510,CLEARWATER,FL,3/12/14,3/12/15,No Response," Quality of Education, Other", Veterans Retraining Assistance Program (VRAP)
VA2327,Level 3,Closed,"Holbrook, Robert",AVIATION INSTITUTE OF MAINTENANCE,04156400,25481210,CASSELBERRY,FL,3/12/14,6/19/14,Resolved, Refund Issues, Post-9/11 GI Bill (Ch. 33)
VA2328,Level 3,Closed,"Smith, Richard",DEVRY UNIVERSITY ONLINE,01072731,21805113,NAPERVILLE,IL,3/12/14,3/31/14,Invalid, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2329,Level 3,Closed,"Banks, Ursula",MURRAY STATE UNIVERSITY,00197700,11510117,MURRAY,KY,3/12/14,6/23/15,Information Only, Financial Issues (e.g. Tuition/Fee charges), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2330,Level 3,Closed,"Smith, Richard",UNIVERSITY OF MARY,00299200,31000334,BISMARCK,ND,3/12/14,3/31/14,Invalid," Quality of Education, Grade Policy, Other", Post-9/11 GI Bill (Ch. 33)
VA2331,Level 3,Closed,"Smith, Richard",UNIVERSITY OF MARY,00299200,31000334,BISMARCK,ND,3/13/14,3/31/14,Invalid," Quality of Education, Grade Policy, Other", Post-9/11 GI Bill (Ch. 33)
VA2333,Level 3,Closed,"Griffin, Bridget",NATIONAL CITY ADULT SCHOOL,,15905805,NATIONAL CITY,CA,3/13/14,3/12/15,Resolved," Quality of Education, Other", Post-9/11 GI Bill (Ch. 33)
VA2334,Level 3,Closed,"Holbrook, Robert",NORWICH UNIVERSITY,,30057545,NORTHFIELD,VT,3/13/14,9/22/14,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2335,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF THE DISTRICT OF COLUMBIA,00144100,11400009,WASHINGTON,DC,3/13/14,3/12/15,Resolved, Other, Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2336,Level 3,Closed,"Griffin, Bridget",GLENDALE COMMUNITY COLLEGE,00120300,14999405,GLENDALE,CA,3/13/14,4/13/15,Resolved," Student Loans, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2337,Level 3,Closed,"Griffin, Bridget",CAMPBELL UNIVERSITY/CAMP LEJEUNE,00291300,31801633,CAMP LEJEUNE,NC,3/13/14,2/6/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2338,Level 3,Closed,"Griffin, Bridget",SOUTHERN UTAH UNIVERSITY,00367800,11000144,CEDAR CITY,UT,3/13/14,3/30/15,No Response, Other, Post-9/11 GI Bill (Ch. 33)
VA2340,Level 3,Closed,"Smith, Richard",UNIVERSITY OF PHOENIX (MAIN),02098800,21904103,TEMPE,AZ,3/14/14,3/31/14,Invalid," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2341,Level 3,Closed,"Banks, Ursula","EVEREST UNIVERSITY ONLINE- TPA, E HILLSBOROUGH AVE",,21819310,TAMPA,FL,3/14/14,4/2/14,Invalid, Release of Transcripts, Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2342,Level 3,Closed,"Griffin, Bridget",COLORADO TECHNICAL UNIVERSITY ONLINE CAMPUS,01014805,21809306,COLORADO SPRINGS,CO,3/14/14,1/14/15,Resolved," Recruiting/Marketing Practices, Student Loans, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)"
VA2343,Level 3,Closed,"Banks, Ursula",WINTER PARK TECH,02504600,15142610,WINTER PARK,FL,3/14/14,4/18/14,Invalid," Change in degree plan/requirements, Other", Veterans Retraining Assistance Program (VRAP)
VA2344,Level 3,Closed,"Griffin, Bridget",BROOKLINE COLLEGE - ONLINE,02218800,21005703,PHOENIX,AZ,3/14/14,4/24/15,No Response," Recruiting/Marketing Practices, Release of Transcripts, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2345,Level 3,Closed,"Smith, Richard",AIKEN TECHNICAL COLLEGE,01005600,14938440,AIKEN,SC,3/14/14,3/31/14,Invalid, Financial Issues (e.g. Tuition/Fee charges), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2346,Level 3,Closed,"Holbrook, Robert",TROY UNIVERSITY,00104700,11800001,TROY,AL,3/14/14,3/20/15,Resolved," Change in degree plan/requirements, Refund Issues", Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)
VA2347,Level 3,Closed,"Griffin, Bridget",WESTERN TRUCK SCHOOL(WEST SACRAMENTO),02288600,25803405,WEST SACRAMENTO,CA,3/14/14,2/5/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2348,Level 3,Closed,"Beamon, Lakita",PIMA MEDICAL INSTITUTE - TUCSON,,24912403,TUCSON,AZ,3/15/14,4/15/14,Invalid," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2349,Level 3,Closed,"Smith, Richard",PIMA MEDICAL INSTITUTE - TUCSON,,24912403,TUCSON,AZ,3/15/14,3/31/14,Invalid," Other, Financial Issues (e.g. Tuition/Fee charges)", Federal Financial Aid e.g. Pell Grant and Federal Student Loans
VA2350,Level 3,Closed,"Holbrook, Robert",ITT TECHNICAL INSTITUTE (NATIONAL CITY),00732981,21831005,NATIONAL CITY,CA,3/15/14,7/1/14,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA2351,Level 3,Closed,"Holbrook, Robert",LIBERTY UNIVERSITY,02053000,31926246,LYNCHBURG,VA,3/16/14,11/5/14,Resolved," Student Loans, Financial Issues (e.g. Tuition/Fee charges)", Federal Financial Aid e.g. Pell Grant and Federal Student Loans
VA2352,Level 3,Closed,"Griffin, Bridget",TACOMA COMMUNITY COLLEGE,00379600,14922447,TACOMA,WA,3/17/14,3/3/15,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA2353,Level 3,Closed,"Holbrook, Robert",REEDLEY COLLEGE,00130800,14937405,REEDLEY,CA,3/17/14,9/22/14,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA2354,Level 3,Closed,"Barton, Allison",BEAUTY SCHOOLS OF AMERICA,02283801,25446010,MIAMI,FL,3/17/14,4/7/14,Information Only, Quality of Education, Post-9/11 GI Bill (Ch. 33)
VA2355,Level 3,Closed,"Banks, Ursula",ITT TECHNICAL INSTITUTE - JOHNSON CITY,10732926,21008642,JOHNSON CITY,TN,3/17/14,3/18/15,Resolved," Recruiting/Marketing Practices, Quality of Education, Post-graduation Job Opportunities, Financial Issues (e.g. Tuition/Fee charges)"," Survivors &amp; Dependents Assistance  (DEA) (Ch. 35), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA2356,Level 3,Closed,"Holbrook, Robert",CUYAHOGA COMMUNITY COLLEGE WESTERN,00304000,14800735,PARMA,OH,3/17/14,9/22/14,Resolved," Student Loans, Quality of Education, Other, Refund Issues", Veterans Retraining Assistance Program (VRAP)
VA2357,Level 3,Closed,"Griffin, Bridget",INSTITUTE OF AMERICAN INDIAN ARTS,02146400,14901431,SANTA FE,NM,3/17/14,1/20/15,Resolved," Quality of Education, Grade Policy", Post-9/11 GI Bill (Ch. 33)
VA2359,Level 3,Closed,"Smith, Richard",FRESNO CITY COLLEGE,00130700,14943105,FRESNO,CA,3/17/14,3/31/14,Invalid, Transfer of Credits, Post-9/11 GI Bill (Ch. 33)
VA2360,Level 3,Closed,"Holbrook, Robert",MORTON COLLEGE,00172800,14905413,CICERO,IL,3/17/14,1/5/15,Resolved, Other, Veterans Retraining Assistance Program (VRAP)
VA2362,Level 3,Closed,"Griffin, Bridget",HEALD COLLEGE-CONCORD,,24805605,CONCORD,CA,3/17/14,1/20/15,Resolved," Release of Transcripts, Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2364,Level 3,Closed,"Griffin, Bridget",CALIFORNIA MARITIME ACADEMY,00113400,11700005,VALLEJO,CA,3/17/14,2/18/15,Resolved," Student Loans, Grade Policy, Change in degree plan/requirements, Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Federal Financial Aid e.g. Pell Grant and Federal Student Loans
VA2365,Level 3,Closed,"Smith, Richard",MESA COMMUNITY COLLEGE,00107700,14908403,MESA,AZ,3/17/14,3/31/14,Invalid, Quality of Education, Veterans Retraining Assistance Program (VRAP)
VA2366,Level 3,Closed,"Smith, Richard",THE COACHES TRAINING INSTITUTE,,25146305,SAN RAFAEL,CA,3/17/14,3/31/14,Invalid," Other, Refund Issues", Veterans Retraining Assistance Program (VRAP)
VA2367,Level 3,Closed,"Banks, Ursula",MOBERLY AREA COMMUNITY COLLEGE,00249100,14912425,MOBERLY,MO,3/17/14,4/10/14,Invalid," Quality of Education, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2368,Level 3,Closed,"Smith, Richard",KAPLAN CAREER INSTITUTE - BROOMALL,00778100,24939438,BROOMALL,PA,3/18/14,3/31/14,Invalid, Other, Veterans Retraining Assistance Program (VRAP)
VA2369,Level 3,Closed,"Smith, Richard",Southern CT State,,,New Haven,CT,3/18/14,3/31/14,Invalid," Change in degree plan/requirements, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2370,Level 3,Closed,"Holbrook, Robert",ART INSTITUTE OF PITTSBURGH - ON LINE,00747000,24805538,Pittsburgh,PA,3/18/14,6/12/14,Resolved," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA2371,Level 3,Closed,"Banks, Ursula",BLINN COLLEGE,00354900,14955443,BRYAN,TX,3/18/14,3/28/14,Invalid, Accreditation, Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2373,Level 3,Closed,"Smith, Richard",ACCESSIBLE AVIATION INTERNATIONAL INC,,25101424,COLUMBUS,MS,3/18/14,4/1/14,Invalid," Other, Financial Issues (e.g. Tuition/Fee charges)", Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA2374,Level 3,Closed,"Smith, Richard",Trans Tech Truck Driving School,,,,,3/18/14,4/1/14,Invalid, Financial Issues (e.g. Tuition/Fee charges), Veterans Retraining Assistance Program (VRAP)
VA2375,Level 3,Closed,"Banks, Ursula",CENTER FOR EMPLOYMENT TRAINING (EL CENTRO),02332810,35009705,EL CENTRO,CA,3/19/14,5/21/14,Resolved," Recruiting/Marketing Practices, Quality of Education, Post-graduation Job Opportunities, Other, Financial Issues (e.g. Tuition/Fee charges)"," Veterans Retraining Assistance Program (VRAP), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
